ID;Name
7468;Acorn Engineering
14510;Acoustec
5438;Acoustic Research
6006;ACP
12265;ACPA International
1980;ACR Systems
5963;Acromag
11832;Acros
1990;Acrosser
2741;ACT
4114;ACT Europe
8751;ACT Fastening Solutions
1075;Actebis Computers
12389;AcTEC
1047;Actel
10717;ACTi
9588;Action Chemical
7858;Action Pump
5110;Action Star
5098;Actiontec
13501;ACTIVA
10395;Activar
15108;Active Thermal Management
7324;Active-Semi
1831;Activision
10175;Acton
6427;Actronix
12880;Actuonix Motion Devices
4938;Acuity Brands
10048;Acumedia
8444;Acushnet
13125;ACV
4757;Adactus
3895;Adafruit Industries
14262;ADAJUSA
5544;Adalet
2941;Adam Equipment
14166;Adam Hall
2275;Adam Tech
9449;Adams
9878;Adams Rite
2598;Adaptaflex
9897;Adaptall
2504;Adaptec
3768;Adapter Technology
9381;Adapteva
8559;Adaptive Interconnect
9651;Adastra
11356;ADATA Technology
10848;ADC
5095;ADC Krone
2105;ADC Telecommunications
3729;Add Semiconductor
625;ADDA
15034;adder
13406;ADDI-DATA
8144;Additel
9589;AddLight
5813;AddOn Computer
7626;Adecom
4115;Adels Contact
2352;Ademco
2505;Adeneo
1870;Adesso
5450;Adesto Technologies
3920;Adeunis RF
4991;ADI Electronics
2652;ADI Engineering
13812;Adimpex
9712;Adiva
11819;ADJ
3482;Adlink
1076;Admiral
1802;Adobe
11735;Adolf Schuch / Hateha
10417;Adpower
14275;ADSANTEC
5816;Adtran
11072;ADURA LED Solutions
7920;Advance Controls Inc.
8402;Advance Tabco
3332;Advance Tapes
1077;Advance Transformer
2304;Advance Transformers
7082;Advanced Analog Circuits
6398;Advanced ANR Systems
3401;Advanced Cable Ties
14524;Advanced Card Systems
4614;Advanced Ceramic X
3852;Advanced Connectek
12252;Advanced Connection Technology
14837;Advanced Conversion
4997;Advanced Crystal Technology
5264;Advanced Digital Information Corp
12032;Advanced Energy
7347;Advanced Fiber
1078;Advanced Fox Antenna
8669;Advanced Gloves
7272;Advanced Hardware Architecture
3463;Advanced Industrial Computer
1687;Advanced Interconnections
626;Advanced Linear Devices
9271;Advanced Micro Lites
3349;Advanced Monolithic Systems
978;Advanced Photonix
3241;Advanced Power Electronics
8338;Advanced Power Technology
4575;Advanced Relay
3360;Advanced Semiconductor
8143;Advanced Sensors
6741;Advanced Test Products
979;Advanced Thermal Solutions
2340;Advantage
8584;Advantec
2575;Advantest
9444;Advantus
2736;Advics
14989;ADwin
6901;Adzam
4584;Aearo
8941;AEES
3251;AEG
4083;AEH
11865;AEI Manufacturing
1079;AEI Security
1080;AEL Crystals
1593;AEM
2993;AEM Power
744;AEMC
5332;Aemco
14272;Aeonsemi
12205;Aeotec
10311;Aeris Communications
3103;Aero Electric
8794;Aero-M Capacitor
5695;Aero-tech
627;AeroComm
2506;Aeroflex
4668;Aeroquip
12626;Aerosemi
8158;Aerospace Optics
10554;Aerospace Wire & Cable
11882;Aerotenna
1893;Aerovox
6749;Aervoe
745;Aesco
1544;AET
1989;Aethercomm
1081;AF International
7620;AFC Cable
2778;aFe Power
6185;Affinity Tool Works
5561;AFL
13240;AFL Hyperscale
5791;AFT
13369;AFTC
2973;Aftermarket
11094;Afterthought Software Ltd
13126;AG TermoPasty
9;Agastat
12037;AGDisplays
3455;Agent SilverFox
1763;Agere
9492;AGF Brome
12306;AgIC
10;Agilent
11849;Agileswitch
2420;Agility
7383;Aginova
14747;AGM
11538;AGPtek
11630;Agri-Cover
13780;AGRO
13579;AGRO-LAND
14748;AH
14836;AHG
9469;Ahlstrom
12627;Ai-Thinker
14976;Aic Electronics
5516;Aico
746;Aiconics
1083;Aidma
4140;AIE Sealers
13121;Aignep
8057;Aigner
4483;Aikoh
628;AIM
12873;Aim Dynamics
2064;AIM Electronics
3648;AIM Solder
3474;AIM-TTI Instruments
747;Aimco
14223;Aims Power
3583;Aimtec
13247;Aimtec SCT
748;Aiphone
14595;AIPULNION(Guangzhou Aipu Elec Tech)
10273;Air Cadet
4204;Air Electro
9882;Air Foxx
10131;Air Handler
7266;Air Industries
6169;Air King
2866;Air Lift
11029;Air Science
9536;Air Systems International
9226;Air-Way
2817;Airaid
8161;AirBorn
6758;Airdrome
11747;Airfan
11578;Airgain
9912;AirLoc
9116;AirLogic
7615;Airmaster
7742;Airotronics
749;Airpax
9900;AirSept
14099;AirTac
12878;AIRTEC Pneumatics
7294;Airtechnics
2856;Airtex
9117;AirTrol
7215;AiRTX International
2887;Aisan
10684;AISHI
2962;AISIN
5486;AITech International
5077;AIV
12236;AIY Projects
11692;AJ Thermosensors
5930;AJA Video
9370;Ajax Scientific
4629;Ajax Tools
13354;AJC Battery
11874;AK-NORD
4888;Akane ohm
5161;Akasa
2771;Akebono
2500;Aker
5940;AKG Acoustics
7951;AKG Thermal Systems
5387;Akitsu industry
14523;Akizuki Denshi
5158;Akku Power
2056;AKM Semiconductor
11;Akro-Mils
10361;Akron Brass Company
7634;Akron Porcelain
8231;Akros Silicon
13127;AKS Zielonka
5266;Akust
12006;Akustica
13094;Akyga
14090;Al Babtain Steam Boiler
10534;ALAN
1084;Alarm Controls
9569;Alarm Lock Systems
13577;Albatros
5187;Albeo Technologies
5405;Albion
8762;Albrecht
5472;Albright Engineers
10183;ALC
408;Alcatel
7830;Alcatel-Lucent
1673;Alco
6518;Alcoa Fastening Systems
14802;Alcon
7251;Alconox
6213;Alcor Micro
12;Alcoswitch
2109;Alden
5692;Aleco
13;Alectron
6974;Alemite
2004;Aleph
11326;Alera Furniture
6347;Aleratec
13877;ALEXANDER BÜRKLE
14896;Alfa
12360;Alfa Elettronica srl
14078;Alfa Laval
409;AlfaMag
1085;Alfatronix
5205;Alfer
10024;Alfra
11482;Alfred Music
13129;Algodue
7121;Ali Industries
8112;Alinabal
9575;All America Threaded Products
10999;All American Benches
7632;All Best
12884;All Flex
10947;All Gear
10761;All Material Handling
7990;All Power
10020;All Sales
629;All Sensors
4332;All World Technologies
13220;Allconne
9568;Allegion
410;Allegro
6145;Allegro Industries
8330;Allegro MicroSystems
12805;Allegro MicroSystems LLC SCT
1086;Allen
15083;Allen & Heath
1628;Allen Bradley
7807;Allestec
7470;Alliance Hose
12882;Alliance LLC
2277;Alliance Memory
6800;Alliance Mercantile
5345;Alliance Plastics
11417;Alliance Rubber Company
750;Alliance Semiconductor
11821;Alliance Sensors Group
2042;Allied Components
1087;Allied Controls
14;Allied Electronics & Automation
3639;Allied Lamps
3632;Allied LEDs
8733;Allied Machine
9510;Allied Modular
5487;Allied Motion
3570;Allied Moulded Products
3137;Allied Telesis
3633;Allied Terminals
3642;Allied Tools
5568;Allied Tube & Conduit
3646;Allied Tubes & CRTS
11647;Allied Vaughn
12716;Allied Vision
2213;AlliedSignal
5462;Allis Communications
3459;Allit
4242;Allnet
10386;AllPoints
14716;ALLPOWER(ShenZhen Quan Li Semiconductor)
6077;Allsop
9462;Allstar
1088;Allthread
8873;Alltrade
11977;Allwinner Technology
14735;Allystar
9988;Almetek
6184;Alnor
14139;ALOGIC
4646;Aloris
12001;Alorium Technology
13146;Alpen-Maykestag
10474;Alpha
2507;Alpha & Omega Semiconductor
12804;Alpha & Omega Semiconductor SCT
13790;Alpha Display
5167;Alpha Elettronica
8900;Alpha Fittings
10372;Alpha Grainger
6858;Alpha Metals
4069;Alpha Micro
630;Alpha Taiwan
9196;Alpha Tech
15;Alpha Wire
3869;Alpha3 Manufacturing
1089;Alphatek
9671;Alpine Components
11522;Alpine Corporation
631;ALPS
14168;ALPSALPINE
4340;Alstermo Produktion
14319;Alstom
7568;Alta Industries
3433;Alta Technologies
5474;Altec Lansing
16;Altech
7370;Altek
411;Altera
5509;Alternalight
2015;Altex-Mar
5349;Altia
6036;Altima
5563;Altinex
12932;Altitude Technology
3301;Altium
9819;Alto-Shaam
12486;Altra Industrial Motion
12154;Altran Magnetics
1090;Altronix
1091;Alum Coup Fit
9991;Aluma-Form
1092;Aluminum Conduit
11017;Aluminum Ladder Company
6345;Aluratek
4315;Alutronic
3728;Alux Luxar
10038;Alvin & Company
9385;Alvord-Polk
1093;Alwayse Engineering
7699;Alysium-Tech
7992;Amana
7256;Amano
13131;Amass
14532;AMATECH-AMABUD
1631;Amatom
1094;Ambassador Packaging
2626;Amber Wireless
3353;Ambersil
10992;Ambicom
10469;Ambiq Micro
9149;Ambitex
9553;Ambu
5344;AMC Optics
2508;AMCC
7;AMD
632;AME
5031;Amec Thermasol
13889;Amepox Microelectronics
7993;Amerec
7839;Amerelle
6186;Amerex
8043;America Semiconductor
10556;Americable
4996;American Accurate Components
8740;American Air Filter
3426;American Battery Company
17;American Beauty
3430;American Bright
9680;American Bright Optoelectronics
14561;American Capacitor Corporation
10204;American Carbide Tool
2925;American Condenser
1095;American Covers
8493;American Craftsman
4128;American Denki
3918;American DJ
6941;American Drill Bushing
9372;American Educational Products
18;American Electrical
6713;American Electronic Components
10725;American Fittings
5902;American Flourescent
5583;American Garage Door
9141;American Hammer
11229;American Imaginations
3483;American Industrial Systems
1096;American Insulated Wire
6714;American International
6129;American International Electric
5894;American Lighting
6291;American Lock
3094;American Megatrends
9554;American Metalcraft
1618;American Micro Devices
10668;American Micro Products
4564;American Microsystems
10069;American Opto Plus
9961;American Packing & Gasket
8282;American PCB Company
5887;American Polywater
751;American Power Devices
2922;American Racing
11278;American Range
11002;American Red Cross
2008;American Research & Eningeering
4561;American Semiconductor
5598;American Standard
2229;American Technical Ceramics
1097;American Tool
6226;American Tools
6552;American Torch Tip
7747;American Tower
20;American Zettler
8413;Americo Manufacturing
6357;Americord
8414;Americover
2181;AmeriVacS
10911;AmeriVap
10903;AmeriVent
7258;Amerline
6224;Amerock
14475;AMERWAY
6266;Ames
21;Ametek
7779;Ametek / Gemco
412;Ametherm
14560;AMFAS International
5539;Amgis
7312;AMI Bearings
2303;AMI Semiconductor
4063;AMIC Technology
14749;AMICCOM
3534;Amicus
5016;Amkor
10209;Ammex
14925;Amotech
22;AMP
4437;Amp'ed RF
11878;Amp'ed RF Technology
10017;Ampad
4954;Ampco Safety Tools
8190;Amped Wireless
4184;Amperex
6343;AmperGen
23;Amperite
9721;Amperor
8968;AMPG303
24;Amphenol
9329;Amphenol Advanced Sensors
9326;Amphenol Aerospace
8333;Amphenol Alden
11778;Amphenol Anytek
9157;Amphenol Audio
4090;Amphenol Cables on Demand
14245;Amphenol Canada
15126;Amphenol Communications Solutions
7788;Amphenol Connex
2939;Amphenol Fiber Optics
9513;Amphenol Fiber Systems
11948;Amphenol ICC / FCI
8841;Amphenol Industrial
14244;Amphenol Invotec
11722;Amphenol LTW
8364;Amphenol Matrix
9328;Amphenol Nexus
5492;Amphenol Pcd
13915;Amphenol Procom
9325;Amphenol RF
2938;Amphenol Sine Systems
9324;Amphenol Socapex
11864;Amphenol Solar
8332;Amphenol Spectra-Strip
9327;Amphenol TCS
415;Amphenol-Tuchel
6436;Ampire
10625;Ampleon
7225;Amplifonix
3277;Amplitronix
5923;AmpliVox
2943;Ampohm Wound Products
25;Amprobe
13243;Ampron
10310;Amptek
1976;ams
1098;AMS Enterprises
8369;AMS Incorporated
10028;AmScope
634;AMSECO
10667;Amstech
10018;AMT Pump
13823;AMTECH
10458;Amtek
14368;AMTERY
6432;AMTouch
14118;AMU Robotic
635;Amulet
981;Amveco Magnetics
7994;Amvent
11751;Amwittools
6349;Amzer
1688;AN
636;Anachip
4169;Anadigics
4317;Anadigm
4230;Anag Vision
5660;Anaheim Automation
15283;Analog Devices
26;Analog Devices
12048;Analog Devices / Linear Technology
15277;Analog Devices Marketing
9091;Analog Integrations
14917;Analog Power
637;AnalogicTech
8660;Analtech
6397;Analytic Systems
9964;ANAMET
2633;Anaren Microwave
7270;AnaSem
12923;ANAVI Technology
14554;Anbon
5924;Anchor Audio
2957;ANCO
11910;Ancor
752;AND Displays
27;AND Optoelectronics
11317;Andapt
3340;Anders Electronics
6176;Andersen Company
7891;Anderson Fittings
11232;Anderson Furniture
8957;Anderson Metals
29;Anderson Power
6917;Anderson Products
13037;Andes Technology
2075;Andon
12280;Andrea Electronics
8132;Andrew
12056;Android Things
14355;ANFIELD INDUSTRIES
2169;Angelica
6685;Anglian Fasteners
31;Angstrohm
14577;Anhui VICO
3405;Anicom
12206;Anidees
13692;ANIRO
14750;Anlogic
9663;Anly Electronics
9689;AnMo Electronics
8378;Annin
4457;Anpec
4999;Anritsu
13197;ANRO
2708;Ansa
5729;Ansaldo
2198;Ansell
14442;Ansen
1099;Ansmann
7981;Ansul
12260;ANT Group
13128;Antaira
13130;Antalis
1860;Antec
3695;Antenna Factor
5555;Antenna Specialists
12872;Antenna Technologies Limited Company
1100;Antennacraft
416;Antenova
1906;Antex
5185;Anti-Seize Technology
13475;ANTICOR
12039;Antistat
5948;Anton Bauer
4626;Anvil International
12930;Anvo-Systems Dresden
14173;ANYSOLAR
1845;Anyware
10065;Anzac
2804;Anzo
10393;AO Smith
5761;AOC Display
3858;AOpen
13715;Aosong
2752;AP Exhaust
14055;AP Memory
6624;AP Products
12628;APA Electronic
3928;APAC Opto Electronics
3665;Apacer
5621;Apache Hose & Belting
6813;Apache Mills
15064;Apantac
13140;Apar
4503;APart-Audio
19;APC
7457;Apco Extruders
7724;APEC
638;APEM
1803;Apevia
754;APEX
4880;Apex Linvar
5024;Apex Microtechnology
8334;Apex Tool Group
2055;Apfel
10688;APG
11366;APG Cash Drawer
1101;Aphel
32;API Delevan
4108;API Technologies
7041;APLM
9412;APlus
33;APM Hexseal
13190;APM Technologies
1720;Apogee
12308;Apollo Giken
8095;Apollo Valves
13387;APPA
2325;Apple
1102;Appleton Electric
3233;Applied Concepts
3210;Applied Data Systems
2630;Applied Engineering Products
7384;Applied Innovative
14459;Applied Kilovolts
4767;Applied Micro
639;Applied Motion
3547;Applied Research & Technology
8679;Applikon
8150;AppNearMe
9688;Approved Optics
14015;APR
10564;Apricorn
10142;Aprilaire
3022;APSA
11101;APT
14751;aptchip
3212;Aptina
12007;Aptiv
14104;APV
34;APW
35;APW Enclosures
7961;APW Wyott
5654;APX Technologies
7560;Aqua Communications
9135;Aqua-Pure
9033;AquaBath
10244;Aquamax
11768;Aquantia
9899;Aquasol
7855;Aquatic
7465;Aquatrol
11922;AR North America
6419;AR Systems
3600;Aras Power Technologies
4146;Aratron II Electronics
9946;ARB
640;Arbor
5628;Arc Abrasives
10303;Arc Suppression
11074;ARC Technologies
11550;Arcadia Publishing
11577;Arcadian
3767;Arch Electronics
7061;ArchiTech
5488;Archos
14146;Arcil
5651;Arclyte Technologies
1674;Arco
37;Arcol
1103;Arcolectric
39;Arcotronics
11469;Arctic Cooling
3679;Arctic Silicon Devices
5283;Arctic Silver
11534;Arden Label
3012;Arduino
14396;ArduSimple
5904;Area Lighting Research
1104;Aremco
13507;Arestech
40;Areva
7780;Areva / FCI
5115;AREXX
5836;Argent
2280;Argon Masking
9466;Argos
14685;Argosy
10177;Argus
3527;ARI International
9805;Ariat
14516;Ariel Technology
5410;Ariens
417;Aries
6474;Aries Filter Works
4399;Arista
13731;ARISTOTLE
8023;Arizona Capacitors
11942;ArjoHuntleigh
5537;Ark-Les
12042;Arkalumen
4445;Arlington Industries
2149;Arlink
15123;Arlitech
2509;ARM
13137;Armac
11944;ArmaCase
6866;Armack
7380;Armada
9522;Armament Systems and Procedures
5329;Armel
11525;Armen Living
8950;Armor Coat
9850;Armored Textiles
3473;Armstrong Hand Tools
8113;Armstrong International
8654;Armstrong Pumps
8904;Armstrong Tools
8655;Armstrong World Industries
3083;Arndt Electronic
6416;Arnold Gauge
10050;ARO
7009;Arocholl
895;AROMAT
4890;Around Cable Systems
12457;ARRA
7338;Array Connector
7460;ArrayComm
3221;Arrow Development Tools
1106;Arrow Electronics
1105;Arrow Fasteners
8337;Arrow Hart
1819;Arrow Micro Corporation
7941;Arrow Pneumatics
3230;Arrow Power Services
12676;Arrow.cn
84;Arrowhart
8184;Arrowmounts
10828;Arsenal
3523;Artaflex
8137;Artec Educational
3602;Artel Software
15022;Artel Video Systems
14753;ARTERY
418;Artesyn
13350;ARTHERMO
42;Artisan Controls
13597;ARTS ENERGY
5643;Artu
6781;Arvan
5458;ARX Group
7137;Asahi Kasei
5118;Asahi Metal Industry
419;Asahi Rubber
43;ASC Capacitors
3098;Asco
8451;ASCO RedHat
8164;Ascon Technologic
5238;ASD Lighting
14219;asecos
14409;Asentek
2162;ASG Tools
9549;Ashburn Hill
5398;Ashcroft
7639;Ashland
4941;Ashland Conveyor Products
11228;Ashley Furniture
3229;Ashling Microsystems
15054;Ashly
2510;Asiliant Technologies
4883;ASIX
2060;ASJ
14754;ASL
11757;ASN Sontheimer / Oude Elferink
5390;Asoh
4714;Asone
10189;ASP
11379;ASRock
1107;Assemtech
420;Assmann Electronics
10493;ASSMANN WSW Components
10913;Associated Equipment
2576;Associated Research
6894;Associated Spring Raymond
5777;Astatic
421;Astec Power
7774;Astec Semiconductor
10545;Astro Industries
10033;Astro Pneumatic
982;Astro Tool
3320;Astrodyne
5702;Astrolab
4170;Astron
5029;Astrosyn
14115;Astrosystems
1789;ASUS
3252;ASwitch2Go
1729;AT&T
9813;At-A-Glance
9783;Atago
44;ATC
6752;ATComponents
5540;ATD Tools
6331;Atdec
2743;ATE
4810;ATE Electronics
5457;ATEL-CAB
1829;ATEN
550;ATG
13479;ATGBICS
1108;Athena Controls
1854;Athena Power
4054;Atheros
2128;ATI
1109;Atlantic Components
11302;Atlantic Furniture
10059;Atlantic Metal
7160;Atlantic Tube
3789;Atlas Copco
10109;Atlas Engineering
6480;Atlas Glove
3544;Atlas Sound
3402;Atlas Wire
8292;Atlas Workholders
1676;Atlee
5921;Atlona
14519;Atmark Techno
45;Atmel
14303;ATNEL
14930;ATO SOLUTION Co
6456;Atollic
14394;Atomic Engineering
8842;Atomic LED
5978;Atomos
5528;Atop Technologies
3628;ATP
11788;Atrax
8191;Atrend
1110;Atrix
5674;Atrix International
980;ATS
11043;Attabox
11756;Attema
13141;Atten
11848;Attend
10787;Atto Technology
5489;ATW Security
7755;ATX
3224;AU Optronics
9451;Audi
1111;Audio Enhancers
1112;Audio Technica
12174;Audioengine
10543;Audiopipe
1113;Audioplex Technology
6708;Audioquest
2254;Audiovox
12055;Audiowell
5955;Audix
4904;Auer
13134;Auer Signa
384;Augat
7131;AUK
46;Ault
7242;AUO
6867;Aupo
11758;Aura Light
3911;Aurel
9476;Aurelia
3891;Auris
2375;Aurora Air Products
3487;Aurora Motors
15124;Aurum International Ltd.
7056;Auspice Star
13139;Auspicious
4467;Austerlitz Electronic
2622;Autec Power Systems
3215;AuthenTec
3032;Auto Com
2674;Auto Custom Carpets
2669;Auto Meter
9656;Auto Page
2672;Auto Ventshade
11542;Autograph Warehouse
3029;Autoline
2964;Autoloc
10492;Automatic Connector
11892;Automatic Signal
4552;Automation Direct
1082;Automation Facilities
6387;Automation Systems Interconnect
3298;Autonics
14493;Autopal
3431;Autosplice
15177;Autotech Controls
3673;Autotrol
9102;Autron
12914;auvidea
6042;AUVIO
13451;AV Star
7364;AV Toolbox
47;Avago
4070;AvaLAN
6433;Avalue Technology
2952;Avanex
11528;Avanity
6757;Avansys
1764;Avante
11603;Avanti Products
5000;Avaya
3214;AVC
7366;AVCOM
5027;Avdel
2222;AVED Memory Products
422;Aven
9838;Avenger Safety
10348;Aventics
15098;Avenview
4062;Averlogic
6000;AverMedia
1114;Avery
641;Avery Dennison
7376;Avex
5768;AVF Group
2354;AVG Automation
12629;Avia Semiconductor
10357;Avid
9436;Aviditi
14264;Aviosys
13646;AVISOR
3746;AVK Industrial Products
15082;Avlex Corporation
14207;AVM
14208;AVMATRIX
2628;Avnet
5467;Avnet Design Services
3779;Avnet Embedded
3246;Avnet LCD Assemblies
5300;Avocent
8255;Avon
4758;Avonwood
4459;Avox
5925;AVP Mfg & Supply
15093;AVPro Edge
2793;AVS
48;AVX
3355;AVX Interconnect
6666;AVX Interconnect / Elco
10541;AWI
10994;awinic
10933;Awntech
6983;AWP
8943;AXElite
3396;Axept
727;Axicom
13794;Axing
1115;Axiohm
755;Axiom Manufacturing
3196;Axiom Memory
7533;Axiomatic
10125;Axiomet
3460;Axiomtek
1862;Axis Communications
7690;Axon
2612;Axsem
13916;Axtel
4831;Axxatronic
9455;Axygen
3223;Aydin Displays
13594;AZ
971;AZ Displays
13595;Azar Displays
5954;Azden
1116;Azlon
13330;AZO Digital
3907;Azoteq
3783;Aztec Electronics
7275;Aztec Washer
14342;Azumo
7319;AzureWave
7055;B & R Plastics
424;B B Battery
3259;B&B Manufacturing
2813;B&G Suspension
14271;B&J-USA
6999;B&K
55;B&K Precision
5799;B&L Connectors
2900;B&M
9558;B&P Manufacturing
14080;B&R Automation
4909;B&W International
10650;B+B SmartWorx
4762;B+B Thermo-Technik
6697;B-Tech
11142;B-Tek
2191;B.E.S Manufacturing
5411;B/A Products Co.
10689;B/W Controls
8893;B3 Cable Solutions
3319;Babcock
6505;Bac Industries
6152;Bacharach
4474;Bachmann
2894;Backrack
4422;Baco
8146;Badger Meter
6090;Badger Tag & Label
14261;BAE Systems
2814;Baer
9130;Baffin
756;Bahco
10027;Baileigh
5542;Bailey
8810;Bailey International
2738;BAK Industries
9716;Baknor
11791;Balax
3109;Baldor
4623;Baldwin Filters
7853;Baldwin Hardware
7698;Balkhausen
6198;Ball Canning
3335;Balluff
5400;Ballymore
9266;Ballymore Company
11761;Bals
6817;Balt
4628;Band-It
2855;Bando
8303;Bandridge
5616;Banjo Corporation
2864;Banks
50;Banner
9531;Banner Stakes
5408;Bansbach
11126;Banshee
11952;Bantam Tools
14638;baocheng(Shandong Baocheng Elec)
757;Barber
4323;Barcel CDT
11235;Barclay Products
2385;Barco
11057;Bard Medical
7625;Bardac
14923;Bardeen Micro.
8032;Bare Conductive
2511;Barker Microfarads
9349;Barksdale
10842;Barnes
8931;Barricks
4763;Barry Controls
6576;Barska
12356;BARTH
4118;Barthelme
13052;Barton Kramer Inc.
8888;Barton Storage Systems
14362;Bartovation
7480;Basco
13542;BASETECH
9983;Bashlin
14838;Basic Rubber
3784;Basler Electric
13280;Basser
9452;Bassett
6931;Bassick
11336;Basyx by Hon
14671;BAT Wireless
8456;Bates
5222;Baton Lock
1909;Batron
5223;Batronix
8201;Battalion
7195;Battery Center
9830;Battery Doctor
5293;Battery Technology Inc.
5301;Battery-Biz
14281;BatteryGuy
11473;BattPit
10870;Bauerfeind
9359;Baumer
2218;Baumer Electric
11384;Baumgartens
3816;Bausch & Lomb
4113;Bauser
5247;Bay Area Circuits
6607;Bayco
6608;Baycom Opto-Electronics
6216;Bayer Electronics
6984;Bayhead
9430;Bazic
2956;BBB Industries
2843;BBK
1117;BBV
51;BC
1594;BC Components
14665;BC(Bao Cheng Elec)
2309;BCD Semiconductor
1119;BCE
1118;BCE-SUD
11067;BCI
2009;BCM Advanced Research
9026;BD
2920;BD Diesel
759;BEA
14249;Beacon EmbeddedWorks
3693;BeagleBoard
14321;Bearing King
9518;Bearings Limited
2178;Beau Tech
6776;Beaver-Visitec
3333;Beaverswood
10054;Beck
2967;Beck/Arnley
14494;Becker
8864;Beckett
4038;Beckhoff
13133;Beckhoff Automation
2221;Beckman
5270;Beckman Coulter
14187;BECOM Systems
3821;Becton Dickinson
4490;Bedea
2846;BedRug
9489;Beech
1122;Beede
13819;Beehive Electronics
10609;Bega
14971;Behr
13913;Behr Electronics
3445;Behringer
1953;BEI
52;BEI Duncan
14145;Bei Ideacod
13402;Beijer
14873;Beijing Hop Tech
13650;BEISIT
6637;Beko
425;Bel Fuse
12817;Bel Fuse SCT
9378;Bel Power Solutions
5590;Bel-Art Products
11136;Bel-Ray
53;Belden
8342;Belden CDT
10324;Belimo
1123;Belkin
6119;Bell & Gossett
8981;Bell Automotive
11700;Belle Foret
642;Bellin
761;Belling Lee
10834;Bellingham & Stanley
4102;Bellnix
5236;Belzer
7434;Bem Wireless
14450;BEMATECH
7820;Bemis
11267;Benchcraft Furniture
9591;Benchmade
2982;Benchmark Catalytic Converters
10068;Benchmark Connector Corporation
10009;Benchmark FR
9551;Benchmark Research
8145;Benchmark Scientific
7605;Benchmarq
5615;BenchPro
1124;Bencole
10681;Bender + Wirth
1956;Bendix
13000;Benewake
9756;Benign Industries
9767;Benjamin Moore
5750;Bennic
4228;Benning
2389;BenQ
2909;Bentley Publishers
12965;Bently Nevada
11535;Benzara Furniture
11645;Beour
12271;BEP Marine
6639;Bergen
14315;Berger & Schroeter
426;Bergquist
762;BERK-TEK
5234;Berker
10679;Berkit
11584;Berkley Books
11591;Berkley Fishing
8754;Berkshire
7156;Berkshire Electric Cable
10181;Bernard
1125;Bernard Babani
7949;Berner
13801;Bernic
1126;Bernstein
11227;Bernstein AG
3337;BERNSTEIN Werkzeugfabrik
